"user_id","payment_month","total_revenue","previous_paid_month","next_paid_month","next_calendar_month","previous_calendar_month","previous_paid_month_revenue","new_mrr","new_paid_users","churn_revenue","churn_users","churn_month","expansion_revenue","contraction_revenue","user_id","game_name","language","has_older_device_model","age"
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-03-01 00:00:00.000 +0200,122.64,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,122.64,1,,,,,,,,,,
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-04-01 00:00:00.000 +0300,56.16,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,122.64,,,,,,,-66.48,,,,,
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-05-01 00:00:00.000 +0300,18.06,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,56.16,,,,,,,-38.10,,,,,
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-06-01 00:00:00.000 +0300,63.39,2022-05-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-07-01,2022-05-01,18.06,,,63.39,1,2022-07-01,45.33,,,,,,
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-08-01 00:00:00.000 +0300,56.10,2022-06-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-09-01,2022-07-01,63.39,,,56.10,1,2022-09-01,,,,,,,
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-10-01 00:00:00.000 +0300,46.89,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,56.10,,,,,,,,,,,,
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-11-01 00:00:00.000 +0200,59.04,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,46.89,,,59.04,1,2022-12-01,12.15,,,,,,
jQW6YmVUlZdePPY7F9NgMg==,2022-09-01 00:00:00.000 +0300,12.12,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,12.12,1,,,,,,,,,,
jQW6YmVUlZdePPY7F9NgMg==,2022-10-01 00:00:00.000 +0300,40.92,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,12.12,,,,,,28.80,,,,,,
jQW6YmVUlZdePPY7F9NgMg==,2022-11-01 00:00:00.000 +0200,58.32,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,40.92,,,58.32,1,2022-12-01,17.40,,,,,,
juwM8fLyplCQTgKTP8dJgQ==,2022-07-01 00:00:00.000 +0300,15.45,,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,,15.45,1,,,,,,,,,,
juwM8fLyplCQTgKTP8dJgQ==,2022-08-01 00:00:00.000 +0300,13.65,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,15.45,,,,,,,-1.80,,,,,
juwM8fLyplCQTgKTP8dJgQ==,2022-09-01 00:00:00.000 +0300,49.89,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,13.65,,,,,,36.24,,,,,,
juwM8fLyplCQTgKTP8dJgQ==,2022-10-01 00:00:00.000 +0300,55.50,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,49.89,,,,,,5.61,,,,,,
juwM8fLyplCQTgKTP8dJgQ==,2022-11-01 00:00:00.000 +0200,16.44,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,55.50,,,16.44,1,2022-12-01,,-39.06,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-03-01 00:00:00.000 +0200,17.46,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,17.46,1,,,,,,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-04-01 00:00:00.000 +0300,58.44,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,17.46,,,,,,40.98,,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-05-01 00:00:00.000 +0300,54.27,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,58.44,,,,,,,-4.17,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-06-01 00:00:00.000 +0300,66.45,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,54.27,,,,,,12.18,,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-07-01 00:00:00.000 +0300,36.21,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,66.45,,,,,,,-30.24,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-08-01 00:00:00.000 +0300,24.09,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,36.21,,,,,,,-12.12,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-09-01 00:00:00.000 +0300,42.39,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,24.09,,,,,,18.30,,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-10-01 00:00:00.000 +0300,78.48,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,42.39,,,,,,36.09,,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-11-01 00:00:00.000 +0200,25.38,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,78.48,,,,,,,-53.10,,,,,
jVhb69DTRT5TSWYEiUrlbg==,2022-12-01 00:00:00.000 +0200,39.99,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,25.38,,,39.99,1,2023-01-01,14.61,,,,,,
JZddlB04roDQYT2zrRPBcA==,2022-08-01 00:00:00.000 +0300,12.45,,,2022-09-01,2022-07-01,,12.45,1,12.45,1,2022-09-01,,,,,,,
K5c4Zypq0/6iQYmv/Dqm5A==,2022-10-01 00:00:00.000 +0300,24.96,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,24.96,1,,,,,,,,,,
K5c4Zypq0/6iQYmv/Dqm5A==,2022-11-01 00:00:00.000 +0200,18.12,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,24.96,,,18.12,1,2022-12-01,,-6.84,,,,,
K/6KHxREKTlFZXRfBNVNuQ==,2022-04-01 00:00:00.000 +0300,41.46,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,41.46,1,,,,,,,,,,
K/6KHxREKTlFZXRfBNVNuQ==,2022-05-01 00:00:00.000 +0300,13.26,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,41.46,,,,,,,-28.20,,,,,
K/6KHxREKTlFZXRfBNVNuQ==,2022-06-01 00:00:00.000 +0300,14.64,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,13.26,,,,,,1.38,,,,,,
K/6KHxREKTlFZXRfBNVNuQ==,2022-07-01 00:00:00.000 +0300,38.07,2022-06-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-08-01,2022-06-01,14.64,,,38.07,1,2022-08-01,23.43,,,,,,
K/6KHxREKTlFZXRfBNVNuQ==,2022-09-01 00:00:00.000 +0300,31.53,2022-07-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,38.07,,,,,,,,,,,,
K/6KHxREKTlFZXRfBNVNuQ==,2022-10-01 00:00:00.000 +0300,16.83,2022-09-01 00:00:00.000 +0300,,2022-11-01,2022-09-01,31.53,,,16.83,1,2022-11-01,,-14.70,,,,,
kAGCRMpNBghYDdEZ7r3Ptg==,2022-08-01 00:00:00.000 +0300,12.93,,,2022-09-01,2022-07-01,,12.93,1,12.93,1,2022-09-01,,,,,,,
KFO5m0KyIyGE1D5YZHC8Wg==,2022-10-01 00:00:00.000 +0300,25.71,,,2022-11-01,2022-09-01,,25.71,1,25.71,1,2022-11-01,,,,,,,
kGxMA4SONgR8wL4JeeX8PQ==,2022-12-01 00:00:00.000 +0200,32.37,,,2023-01-01,2022-11-01,,32.37,1,32.37,1,2023-01-01,,,,,,,
k+mv8oxK5y+607GU9LGO+A==,2022-10-01 00:00:00.000 +0300,49.65,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,49.65,1,,,,,,,,,,
k+mv8oxK5y+607GU9LGO+A==,2022-11-01 00:00:00.000 +0200,32.76,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,49.65,,,32.76,1,2022-12-01,,-16.89,,,,,
Krr8Kwf65LaX8LctHRsFWg==,2022-10-01 00:00:00.000 +0300,72.36,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,72.36,1,,,,,,,,,,
Krr8Kwf65LaX8LctHRsFWg==,2022-11-01 00:00:00.000 +0200,65.40,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,72.36,,,,,,,-6.96,,,,,
Krr8Kwf65LaX8LctHRsFWg==,2022-12-01 00:00:00.000 +0200,47.88,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,65.40,,,47.88,1,2023-01-01,,-17.52,,,,,
l3sFUsG2qpcnrEzwRnjvtQ==,2022-03-01 00:00:00.000 +0200,38.10,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,38.10,1,,,,,,,,,,
l3sFUsG2qpcnrEzwRnjvtQ==,2022-04-01 00:00:00.000 +0300,59.73,2022-03-01 00:00:00.000 +0200,,2022-05-01,2022-03-01,38.10,,,59.73,1,2022-05-01,21.63,,,,,,
L3waZ4UDUTOCMfVcL29lGQ==,2022-12-01 00:00:00.000 +0200,45.06,,,2023-01-01,2022-11-01,,45.06,1,45.06,1,2023-01-01,,,,,,,
L8+KU8u6xftnkFVO501X7w==,2022-07-01 00:00:00.000 +0300,14.04,,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,,14.04,1,,,,,,,,,,
L8+KU8u6xftnkFVO501X7w==,2022-08-01 00:00:00.000 +0300,14.55,2022-07-01 00:00:00.000 +0300,,2022-09-01,2022-07-01,14.04,,,14.55,1,2022-09-01,0.51,,,,,,
lCD23Awt3KotauWenCRr5w==,2022-04-01 00:00:00.000 +0300,47.94,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,47.94,1,,,,,,,,,,
lCD23Awt3KotauWenCRr5w==,2022-05-01 00:00:00.000 +0300,90.75,2022-04-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-06-01,2022-04-01,47.94,,,90.75,1,2022-06-01,42.81,,,,,,
lCD23Awt3KotauWenCRr5w==,2022-07-01 00:00:00.000 +0300,22.98,2022-05-01 00:00:00.000 +0300,,2022-08-01,2022-06-01,90.75,,,22.98,1,2022-08-01,,,,,,,
lGI5+OCzV6nnDMpyZWtZAg==,2022-05-01 00:00:00.000 +0300,17.25,,,2022-06-01,2022-04-01,,17.25,1,17.25,1,2022-06-01,,,,,,,
lHTzlMgVj6HJZc31yCCDng==,2022-10-01 00:00:00.000 +0300,46.29,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,46.29,1,,,,,,,,,,
lHTzlMgVj6HJZc31yCCDng==,2022-11-01 00:00:00.000 +0200,14.73,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,46.29,,,14.73,1,2022-12-01,,-31.56,,,,,
lJW2nxFOiXDfsmSrwGsFQw==,2022-08-01 00:00:00.000 +0300,69.18,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,69.18,1,,,,,,,,,,
lJW2nxFOiXDfsmSrwGsFQw==,2022-09-01 00:00:00.000 +0300,66.33,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,69.18,,,,,,,-2.85,,,,,
lJW2nxFOiXDfsmSrwGsFQw==,2022-10-01 00:00:00.000 +0300,23.79,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-11-01,2022-09-01,66.33,,,23.79,1,2022-11-01,,-42.54,,,,,
lJW2nxFOiXDfsmSrwGsFQw==,2022-12-01 00:00:00.000 +0200,31.38,2022-10-01 00:00:00.000 +0300,,2023-01-01,2022-11-01,23.79,,,31.38,1,2023-01-01,,,,,,,
LO9NuZYI6zP2HXEBAS4wpw==,2022-09-01 00:00:00.000 +0300,15.78,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,15.78,1,,,,,,,,,,
LO9NuZYI6zP2HXEBAS4wpw==,2022-10-01 00:00:00.000 +0300,29.31,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,15.78,,,,,,13.53,,,,,,
LO9NuZYI6zP2HXEBAS4wpw==,2022-11-01 00:00:00.000 +0200,50.76,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,29.31,,,,,,21.45,,,,,,
LO9NuZYI6zP2HXEBAS4wpw==,2022-12-01 00:00:00.000 +0200,45.60,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,50.76,,,45.60,1,2023-01-01,,-5.16,,,,,
lP6BWSFF4OZeWp0jrAHY9g==,2022-05-01 00:00:00.000 +0300,13.2,,2022-11-01 00:00:00.000 +0200,2022-06-01,2022-04-01,,13.2,1,13.2,1,2022-06-01,,,,,,,
lP6BWSFF4OZeWp0jrAHY9g==,2022-11-01 00:00:00.000 +0200,29.16,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,13.2,,,,,,,,,,,,
lP6BWSFF4OZeWp0jrAHY9g==,2022-12-01 00:00:00.000 +0200,36.6,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,29.16,,,36.6,1,2023-01-01,7.44,,,,,,
LuDHi0aoGmgpUtTGreh0fQ==,2022-12-01 00:00:00.000 +0200,12.09,,,2023-01-01,2022-11-01,,12.09,1,12.09,1,2023-01-01,,,,,,,
Lug+Yg90jslWgHEN6dc+Ng==,2022-04-01 00:00:00.000 +0300,82.23,,2022-06-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,82.23,1,82.23,1,2022-05-01,,,,,,,
Lug+Yg90jslWgHEN6dc+Ng==,2022-06-01 00:00:00.000 +0300,18.66,2022-04-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,82.23,,,,,,,,,,,,
Lug+Yg90jslWgHEN6dc+Ng==,2022-07-01 00:00:00.000 +0300,93.36,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,18.66,,,,,,74.70,,,,,,
Lug+Yg90jslWgHEN6dc+Ng==,2022-08-01 00:00:00.000 +0300,58.50,2022-07-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-09-01,2022-07-01,93.36,,,58.50,1,2022-09-01,,-34.86,,,,,
Lug+Yg90jslWgHEN6dc+Ng==,2022-11-01 00:00:00.000 +0200,13.08,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,58.50,,,,,,,,,,,,
Lug+Yg90jslWgHEN6dc+Ng==,2022-12-01 00:00:00.000 +0200,33.09,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,13.08,,,33.09,1,2023-01-01,20.01,,,,,,
L+wA3BIaEKSpxf2uqmtJxQ==,2022-11-01 00:00:00.000 +0200,68.43,,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,,68.43,1,,,,,,,,,,
L+wA3BIaEKSpxf2uqmtJxQ==,2022-12-01 00:00:00.000 +0200,37.14,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,68.43,,,37.14,1,2023-01-01,,-31.29,,,,,
LWAxWBdiFs/25YxI4ZGthA==,2022-05-01 00:00:00.000 +0300,86.46,,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,86.46,1,,,,,,,,,,
LWAxWBdiFs/25YxI4ZGthA==,2022-06-01 00:00:00.000 +0300,18.54,2022-05-01 00:00:00.000 +0300,,2022-07-01,2022-05-01,86.46,,,18.54,1,2022-07-01,,-67.92,,,,,
lx3SsUV7NOrv93tCexVp5A==,2022-07-01 00:00:00.000 +0300,36.21,,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,,36.21,1,,,,,,,,,,
lx3SsUV7NOrv93tCexVp5A==,2022-08-01 00:00:00.000 +0300,17.22,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,36.21,,,,,,,-18.99,,,,,
lx3SsUV7NOrv93tCexVp5A==,2022-09-01 00:00:00.000 +0300,23.85,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,17.22,,,,,,6.63,,,,,,
lx3SsUV7NOrv93tCexVp5A==,2022-10-01 00:00:00.000 +0300,29.85,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-11-01,2022-09-01,23.85,,,29.85,1,2022-11-01,6.00,,,,,,
lx3SsUV7NOrv93tCexVp5A==,2022-12-01 00:00:00.000 +0200,16.2,2022-10-01 00:00:00.000 +0300,,2023-01-01,2022-11-01,29.85,,,16.2,1,2023-01-01,,,,,,,
m7Hk77dySHBbxrKgro1Hjg==,2022-07-01 00:00:00.000 +0300,22.77,,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,,22.77,1,,,,,,,,,,
m7Hk77dySHBbxrKgro1Hjg==,2022-08-01 00:00:00.000 +0300,18.84,2022-07-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-09-01,2022-07-01,22.77,,,18.84,1,2022-09-01,,-3.93,,,,,
m7Hk77dySHBbxrKgro1Hjg==,2022-11-01 00:00:00.000 +0200,13.89,2022-08-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,18.84,,,13.89,1,2022-12-01,,,,,,,
MAkig8NeMsTs73r6K0uDpA==,2022-09-01 00:00:00.000 +0300,14.55,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,14.55,1,,,,,,,,,,
MAkig8NeMsTs73r6K0uDpA==,2022-10-01 00:00:00.000 +0300,48.27,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,14.55,,,,,,33.72,,,,,,
MAkig8NeMsTs73r6K0uDpA==,2022-11-01 00:00:00.000 +0200,45.72,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,48.27,,,,,,,-2.55,,,,,
MAkig8NeMsTs73r6K0uDpA==,2022-12-01 00:00:00.000 +0200,18.0,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,45.72,,,18.0,1,2023-01-01,,-27.72,,,,,
mcbWtEz8ADI9GXCi1lfaSA==,2022-08-01 00:00:00.000 +0300,16.05,,,2022-09-01,2022-07-01,,16.05,1,16.05,1,2022-09-01,,,,,,,
mEqQ5vHXzsdrqHAQT3zs+g==,2022-11-01 00:00:00.000 +0200,12.54,,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,,12.54,1,,,,,,,,,,
mEqQ5vHXzsdrqHAQT3zs+g==,2022-12-01 00:00:00.000 +0200,14.88,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,12.54,,,14.88,1,2023-01-01,2.34,,,,,,
mEtO8F+CRPGmaJ8SHa7BbA==,2022-08-01 00:00:00.000 +0300,26.70,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,26.70,1,,,,,,,,,,
mEtO8F+CRPGmaJ8SHa7BbA==,2022-09-01 00:00:00.000 +0300,27.12,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,26.70,,,,,,0.42,,,,,,
mEtO8F+CRPGmaJ8SHa7BbA==,2022-10-01 00:00:00.000 +0300,31.17,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,27.12,,,,,,4.05,,,,,,
mEtO8F+CRPGmaJ8SHa7BbA==,2022-11-01 00:00:00.000 +0200,22.14,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,31.17,,,22.14,1,2022-12-01,,-9.03,,,,,
MJrNeNCAIVBe/OSRGhrelw==,2022-10-01 00:00:00.000 +0300,69.78,,,2022-11-01,2022-09-01,,69.78,1,69.78,1,2022-11-01,,,,,,,
MjzYQ3OFStqCMS3HzrxA2g==,2022-09-01 00:00:00.000 +0300,15.33,,2022-11-01 00:00:00.000 +0200,2022-10-01,2022-08-01,,15.33,1,15.33,1,2022-10-01,,,,,,,
MjzYQ3OFStqCMS3HzrxA2g==,2022-11-01 00:00:00.000 +0200,21.45,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,15.33,,,,,,,,,,,,
MjzYQ3OFStqCMS3HzrxA2g==,2022-12-01 00:00:00.000 +0200,12.72,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,21.45,,,12.72,1,2023-01-01,,-8.73,,,,,
mq7MyR1XHK5rM4mgtKjsgg==,2022-10-01 00:00:00.000 +0300,12.51,,,2022-11-01,2022-09-01,,12.51,1,12.51,1,2022-11-01,,,,,,,
MRcEXu/KG95hsIyJM/816A==,2022-05-01 00:00:00.000 +0300,37.98,,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,37.98,1,,,,,,,,,,
MRcEXu/KG95hsIyJM/816A==,2022-06-01 00:00:00.000 +0300,23.4,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,37.98,,,,,,,-14.58,,,,,
MRcEXu/KG95hsIyJM/816A==,2022-07-01 00:00:00.000 +0300,14.73,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,23.4,,,,,,,-8.67,,,,,
MRcEXu/KG95hsIyJM/816A==,2022-08-01 00:00:00.000 +0300,26.13,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,14.73,,,,,,11.40,,,,,,
MRcEXu/KG95hsIyJM/816A==,2022-09-01 00:00:00.000 +0300,14.67,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,26.13,,,,,,,-11.46,,,,,
MRcEXu/KG95hsIyJM/816A==,2022-10-01 00:00:00.000 +0300,32.10,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,14.67,,,,,,17.43,,,,,,
MRcEXu/KG95hsIyJM/816A==,2022-11-01 00:00:00.000 +0200,37.92,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,32.10,,,37.92,1,2022-12-01,5.82,,,,,,
mRT725ZK68AhE3Sk9xH5cw==,2022-10-01 00:00:00.000 +0300,43.68,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,43.68,1,,,,,,,,,,
mRT725ZK68AhE3Sk9xH5cw==,2022-11-01 00:00:00.000 +0200,17.28,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,43.68,,,,,,,-26.40,,,,,
mRT725ZK68AhE3Sk9xH5cw==,2022-12-01 00:00:00.000 +0200,50.28,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,17.28,,,50.28,1,2023-01-01,33.00,,,,,,
MSxDpyVU8A+9Wgmnb8b1IQ==,2022-08-01 00:00:00.000 +0300,68.43,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,68.43,1,,,,,,,,,,
MSxDpyVU8A+9Wgmnb8b1IQ==,2022-09-01 00:00:00.000 +0300,27.54,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,68.43,,,,,,,-40.89,,,,,
MSxDpyVU8A+9Wgmnb8b1IQ==,2022-10-01 00:00:00.000 +0300,68.58,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,27.54,,,,,,41.04,,,,,,
MSxDpyVU8A+9Wgmnb8b1IQ==,2022-11-01 00:00:00.000 +0200,28.08,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,68.58,,,,,,,-40.50,,,,,
MSxDpyVU8A+9Wgmnb8b1IQ==,2022-12-01 00:00:00.000 +0200,32.22,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,28.08,,,32.22,1,2023-01-01,4.14,,,,,,
mTha7D/MRe45dQaUAEKV3g==,2022-08-01 00:00:00.000 +0300,14.73,,,2022-09-01,2022-07-01,,14.73,1,14.73,1,2022-09-01,,,,,,,
mXihLMwkG8RgO1jsFnJXnA==,2022-08-01 00:00:00.000 +0300,12.75,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,12.75,1,,,,,,,,,,
mXihLMwkG8RgO1jsFnJXnA==,2022-09-01 00:00:00.000 +0300,26.31,2022-08-01 00:00:00.000 +0300,,2022-10-01,2022-08-01,12.75,,,26.31,1,2022-10-01,13.56,,,,,,
mY631USB1Y3/I1dHNhoEyA==,2022-11-01 00:00:00.000 +0200,15.3,,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,,15.3,1,,,,,,,,,,
mY631USB1Y3/I1dHNhoEyA==,2022-12-01 00:00:00.000 +0200,36.36,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,15.3,,,36.36,1,2023-01-01,21.06,,,,,,
mzGpnrpyuOB+qfwTJ0XliQ==,2022-10-01 00:00:00.000 +0300,77.70,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,77.70,1,,,,,,,,,,
mzGpnrpyuOB+qfwTJ0XliQ==,2022-11-01 00:00:00.000 +0200,42.57,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,77.70,,,,,,,-35.13,,,,,
mzGpnrpyuOB+qfwTJ0XliQ==,2022-12-01 00:00:00.000 +0200,25.74,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,42.57,,,25.74,1,2023-01-01,,-16.83,,,,,
n8oSWohH4Vi8muIgqbRC+Q==,2022-12-01 00:00:00.000 +0200,26.7,,,2023-01-01,2022-11-01,,26.7,1,26.7,1,2023-01-01,,,,,,,
NBaV27MmzBu99zAeNFSjUA==,2022-11-01 00:00:00.000 +0200,12.6,,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,,12.6,1,,,,,,,,,,
NBaV27MmzBu99zAeNFSjUA==,2022-12-01 00:00:00.000 +0200,13.38,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,12.6,,,13.38,1,2023-01-01,0.78,,,,,,
nfIwLLLuemHymdg1HYidrA==,2022-10-01 00:00:00.000 +0300,72.78,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,72.78,1,,,,,,,,,,
nfIwLLLuemHymdg1HYidrA==,2022-11-01 00:00:00.000 +0200,64.50,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,72.78,,,,,,,-8.28,,,,,
